3MZBN1U76HM14,865,27,47,0,-1337,-1337,-1337,8,34,3,93,0,842,13875,13,-2,14,87

3MZBN1U76HM14,858,27,48,0,-1337,-1337,-1337,9,33,3,93,0,846,13875,13,-2,14,87

3MZBN1U76HM14,874,26,48,0,-1337,-1337,-1337,9,33,3,93,0,849,14036,13,-2,14,87

3MZBN1U76HM14,864,26,48,0,-1337,-1337,-1337,9,34,3,93,0,852,14036,13,-2,14,87

3MZBN1U76HM14,855,27,48,0,-1337,-1337,-1337,9,34,3,93,0,855,14036,13,-2,13,87

3MZBN1U76HM14,700,33,48,0,-1337,-1337,-1337,9,42,3,93,3,860,14036,12,-2,13,84

3MZBN1U76HM14,647,31,48,0,-1337,-1337,-1337,9,41,3,93,2,863,13875,12,-2,14,87

3MZBN1U76HM14,661,32,48,0,-1337,-1337,-1337,9,41,3,93,0,866,13875,12,-2,14,87

3MZBN1U76HM14,1718,43,48,0,-1337,-1337,-1337,8,42,9,93,13,870,13875,17,-2,13,78

3MZBN1U76HM14,716,32,48,0,-1337,-1337,-1337,9,41,3,93,0,873,14036,12,-2,13,93

3MZBN1U76HM14,700,33,48,0,-1337,-1337,-1337,9,42,3,93,2,876,14036,13,-2,13,87

3MZBN1U76HM14,695,33,48,0,-1337,-1337,-1337,9,42,3,93,0,879,13875,13,-2,14,83

3MZBN1U76HM14,702,34,48,0,-1337,-1337,-1337,9,42,2,93,0,883,14036,12,-2,14,89

3MZBN1U76HM14,708,31,49,0,-1337,-1337,-1337,9,39,3,93,0,885,13875,12,-2,13,93

3MZBN1U76HM14,699,32,49,0,-1337,-1337,-1337,9,40,3,93,0,889,14036,13,-2,14,87

3MZBN1U76HM14,708,32,49,0,-1337,-1337,-1337,9,40,3,93,0,893,14036,16,-2,14,89

3MZBN1U76HM14,952,21,49,0,-1337,-1337,-1337,9,30,2,93,8,896,13875,12,-2,14,89

3MZBN1U76HM14,702,29,49,0,-1337,-1337,-1337,9,41,5,93,3,899,13875,16,-2,13,84

3MZBN1U76HM14,1137,30,49,0,-1337,-1337,-1337,9,30,1,93,7,902,14036,12,-2,13,93

3MZBN1U76HM14,1285,36,49,0,-1337,-1337,-1337,9,41,7,93,10,906,13875,16,-2,14,81

3MZBN1U76HM14,1736,33,49,0,-1337,-1337,-1337,9,38,9,93,15,909,14036,20,-2,14,87

3MZBN1U76HM14,1168,24,49,0,-1337,-1337,-1337,9,33,4,93,19,912,14036,15,-2,13,89

3MZBN1U76HM14,1250,19,49,0,-1337,-1337,-1337,9,25,3,93,20,915,14036,13,-2,13,89

3MZBN1U76HM14,820,39,49,0,-1337,-1337,-1337,9,45,4,93,8,918,14036,14,-2,13,93

3MZBN1U76HM14,770,42,49,0,-1337,-1337,-1337,9,58,8,93,7,921,13875,16,-2,14,93

3MZBN1U76HM14,1386,48,50,0,-1337,-1337,-1337,9,52,10,93,15,925,13875,18,-2,13,81

